################## COMPONENT DAMAGE VALUES - START #########################
######## ENERGY
# Laser
@min_laser_s = 56
################## COMPONENT DAMAGE VALUES - END #########################
#####################################################
####  ENERGY
#####################################################
### Laser
weapon_component_template = {
	key = "SMALL_ACOT_LASER_RE"
	size = small
	icon = "GFX_ship_part_laser_re"
	icon_frame = 1
	type = instant
	damage = {
		min = @min_laser_s
		max = @max_laser_s
	}
	windup = {
		min = 2
		max = 20
	}
	total_fire_time = 35
	range = 40
	accuracy = 1
	power = @s_re_power_cost
	hull_damage = 1.25
	armor_penetration = 0
	armor_damage = 1.5
	shield_penetration = 0
	shield_damage = 0.75
	tracking = 0.6
	upgrades_to = ACOT_LASER_SE
	resources = {
		category = ship_components
		cost = {
			alloys = @s_re_cost
			aot_sr_runic_power = @s_re_runic_cost
		}
		upkeep = {
			alloys = 0.44
		}
		inline_script = {
			script = resources/convert_to_food
			MODE = upkeep
			RESOURCE = energy
			AMOUNT = @s_re_upkeep_energy
		}
	}
	prerequisites = {
		"tech_laser_re"
	}
	component_set = "ACOT_LASER_RE"
	projectile_gfx = "acot_re_laser_s"
	tags = {
		weapon_type_energy
		weapon_type_acot_runic
		s_slot
	}
	ai_tags = {
		weapon_role_anti_armor
		gunship
	}
	ai_weight = {
		weight = 40
		modifier = {
			factor = 0
			has_monthly_income = {
				resource = aot_sr_runic_power
				value <= 2
			}
			has_resource = {
				type = aot_sr_runic_power
				amount <= 5
			}
		}
	}
}
weapon_component_template = {
	key = "MEDIUM_ACOT_LASER_RE"
	size = medium
	icon = "GFX_ship_part_laser_re"
	icon_frame = 1
	type = instant
	damage = {
		min = @min_laser_m
		max = @max_laser_m
	}
	windup = {
		min = 2
		max = 20
	}
	total_fire_time = 35
	range = 60
	accuracy = 1
	power = @m_re_power_cost
	hull_damage = 1.25
	armor_penetration = 0
	armor_damage = 1.5
	shield_penetration = 0
	shield_damage = 0.75
	tracking = 0.4
	upgrades_to = MEDIUM_ACOT_LASER_SE
	resources = {
		category = ship_components
		cost = {
			alloys = @m_re_cost
			aot_sr_runic_power = @m_re_runic_cost
		}
		upkeep = {
			alloys = @m_re_upkeep_energy
		}
		inline_script = {
			script = resources/convert_to_food
			MODE = upkeep
			RESOURCE = energy
			AMOUNT = @m_re_upkeep_energy
		}
	}
	prerequisites = {
		"tech_laser_re"
	}
	component_set = "ACOT_LASER_RE"
	projectile_gfx = "acot_re_laser_m"
	tags = {
		weapon_type_energy
		weapon_type_acot_runic
		m_slot
	}
	ai_tags = {
		weapon_role_anti_armor
		gunship
	}
	ai_weight = {
		weight = 40
		modifier = {
			factor = 0
			has_monthly_income = {
				resource = aot_sr_runic_power
				value <= 2
			}
			has_resource = {
				type = aot_sr_runic_power
				amount <= 5
			}
		}
	}
}
weapon_component_template = {
	key = "LARGE_ACOT_LASER_RE"
	size = large
	icon = "GFX_ship_part_laser_re"
	icon_frame = 1
	type = instant
	damage = {
		min = @min_laser_l
		max = @max_laser_l
	}
	windup = {
		min = 2
		max = 20
	}
	total_fire_time = 35
	range = 80
	accuracy = 1
	power = @l_re_power_cost
	hull_damage = 1.25
	armor_penetration = 0
	armor_damage = 1.5
	shield_penetration = 0
	shield_damage = 0.75
	tracking = 0.15
	upgrades_to = LARGE_ACOT_LASER_SE
	resources = {
		category = ship_components
		cost = {
			alloys = @l_re_cost
			aot_sr_runic_power = @l_pleb_re_runic_cost
		}
		upkeep = {
			alloys = @l_re_upkeep_energy
		}
		inline_script = {
			script = resources/convert_to_food
			MODE = upkeep
			RESOURCE = energy
			AMOUNT = @l_re_upkeep_energy
		}
	}
	prerequisites = {
		"tech_laser_re"
	}
	component_set = "ACOT_LASER_RE"
	projectile_gfx = "acot_re_laser_l"
	tags = {
		weapon_type_energy
		weapon_type_acot_runic
		l_slot
	}
	ai_tags = {
		weapon_role_anti_armor
		gunship
	}
	ai_weight = {
		weight = 40
		modifier = {
			factor = 0
			has_monthly_income = {
				resource = aot_sr_runic_power
				value <= 2
			}
			has_resource = {
				type = aot_sr_runic_power
				amount <= 5
			}
		}
	}
}

########################################
### AutoLaser
weapon_component_template = {
	key = "SMALL_ACOT_AUTOLASER_RE"
	size = small
	icon = "GFX_ship_part_auto_laser_re"
	icon_frame = 1
	type = instant
	damage = {
		min = @min_autolaser_s
		max = @max_autolaser_s
	}
	windup = {
		min = 0
		max = 0
	}
	total_fire_time = 20
	range = 30
	accuracy = 1
	power = @s_re_power_cost
	hull_damage = 1.5
	armor_penetration = 0
	armor_damage = 1.5
	shield_penetration = 0
	shield_damage = 0.4
	tracking = 0.7
	upgrades_to = SMALL_ACOT_AUTOLASER_SE
	resources = {
		category = ship_components
		cost = {
			alloys = @s_re_cost
			aot_sr_runic_power = @s_re_sr2_cost
		}
		upkeep = {
			alloys = @s_re_upkeep_alloys
		}
		inline_script = {
			script = resources/convert_to_food
			MODE = upkeep
			RESOURCE = energy
			AMOUNT = @s_re_upkeep_energy
		}
	}
	prerequisites = {
		"tech_auto_laser_re"
	}
	component_set = "ACOT_AUTOLASER_RE"
	projectile_gfx = "acot_re_laser_s"
	tags = {
		weapon_type_energy
		s_slot
	}
	ai_tags = {
		weapon_role_anti_armor
		gunship
	}
	ai_weight = {
		weight = 40
		modifier = {
			factor = 0
			has_monthly_income = {
				resource = aot_sr_runic_power
				value <= 2
			}
			has_resource = {
				type = aot_sr_runic_power
				amount <= 5
			}
		}
	}
}
weapon_component_template = {
	key = "MEDIUM_ACOT_AUTOLASER_RE"
	size = medium
	icon = "GFX_ship_part_auto_laser_re"
	icon_frame = 1
	type = instant
	damage = {
		min = @min_autolaser_m
		max = @max_autolaser_m
	}
	windup = {
		min = 0
		max = 0
	}
	total_fire_time = 20
	range = 35
	accuracy = 1
	power = @m_re_power_cost
	hull_damage = 1.5
	armor_penetration = 0
	armor_damage = 1.5
	shield_penetration = 0
	shield_damage = 0.4
	tracking = 0.5
	upgrades_to = MEDIUM_ACOT_AUTOLASER_SE
	resources = {
		category = ship_components
		cost = {
			alloys = @m_re_cost
			aot_sr_runic_power = @m_re_sr_cost
		}
		upkeep = {
			alloys = @m_re_upkeep_alloys
		}
		inline_script = {
			script = resources/convert_to_food
			MODE = upkeep
			RESOURCE = energy
			AMOUNT = @m_re_upkeep_energy
		}
	}
	prerequisites = {
		"tech_auto_laser_re"
	}
	component_set = "ACOT_AUTOLASER_RE"
	projectile_gfx = "acot_re_laser_m"
	tags = {
		weapon_type_energy
		m_slot
	}
	ai_tags = {
		weapon_role_anti_armor
		gunship
	}
	ai_weight = {
		weight = 40
		modifier = {
			factor = 0
			has_monthly_income = {
				resource = aot_sr_runic_power
				value <= 2
			}
			has_resource = {
				type = aot_sr_runic_power
				amount <= 5
			}
		}
	}
}
weapon_component_template = {
	key = "LARGE_ACOT_AUTOLASER_RE"
	size = large
	icon = "GFX_ship_part_auto_laser_re"
	icon_frame = 1
	type = instant
	damage = {
		min = @min_autolaser_l
		max = @max_autolaser_l
	}
	windup = {
		min = 0
		max = 0
	}
	total_fire_time = 20
	range = 40
	accuracy = 1
	power = @l_re_power_cost
	hull_damage = 1.5
	armor_penetration = 0
	armor_damage = 1.5
	shield_penetration = 0
	shield_damage = 0.4
	tracking = 0.3
	upgrades_to = LARGE_ACOT_AUTOLASER_SE
	resources = {
		category = ship_components
		cost = {
			alloys = @l_re_cost
			aot_sr_runic_power = @l_re_sr2_cost
		}
		upkeep = {
			alloys = @l_re_upkeep_alloys
		}
		inline_script = {
			script = resources/convert_to_food
			MODE = upkeep
			RESOURCE = energy
			AMOUNT = @l_re_upkeep_energy
		}
	}
	prerequisites = {
		"tech_auto_laser_re"
	}
	component_set = "ACOT_AUTOLASER_RE"
	projectile_gfx = "acot_pe_laser_l"
	tags = {
		weapon_type_energy
		l_slot
	}
	ai_tags = {
		weapon_role_anti_armor
		gunship
	}
	ai_weight = {
		weight = 40
		modifier = {
			factor = 0
			has_monthly_income = {
				resource = aot_sr_runic_power
				value <= 2
			}
			has_resource = {
				type = aot_sr_runic_power
				amount <= 5
			}
		}
	}
}

########################################
### Plasma
weapon_component_template = {
	key = "SMALL_ACOT_PLASMA_RE"
	size = small
	icon = "GFX_ship_part_plasma_re"
	icon_frame = 1
	type = instant
	damage = {
		min = @min_plasma_s
		max = @max_plasma_s
	}
	windup = {
		min = 2
		max = 20
	}
	total_fire_time = 40
	range = 40
	accuracy = 0.8
	power = @s_re_power_cost
	hull_damage = 1.5
	armor_penetration = 0
	armor_damage = 2
	shield_penetration = 0
	shield_damage = 0.5
	tracking = 0.5
	upgrades_to = SMALL_ACOT_PLASMA_SE
	resources = {
		category = ship_components
		cost = {
			alloys = @s_re_cost
			aot_sr_runic_power = @s_re_runic_cost
		}
		upkeep = {
			alloys = @s_re_upkeep_energy
		}
		inline_script = {
			script = resources/convert_to_food
			MODE = upkeep
			RESOURCE = energy
			AMOUNT = @s_re_upkeep_energy
		}
	}
	prerequisites = {
		"tech_plasma_re"
	}
	component_set = "ACOT_PLASMA_RE"
	projectile_gfx = "acot_plasma_cannon_re_s"
	tags = {
		weapon_type_energy
		weapon_type_acot_runic
		s_slot
	}
	ai_tags = {
		weapon_role_anti_armor
		gunship
	}
	ai_weight = {
		weight = 40
		modifier = {
			factor = 0
			has_monthly_income = {
				resource = aot_sr_runic_power
				value <= 2
			}
			has_resource = {
				type = aot_sr_runic_power
				amount <= 5
			}
		}
	}
}
weapon_component_template = {
	key = "MEDIUM_ACOT_PLASMA_RE"
	size = medium
	icon = "GFX_ship_part_plasma_re"
	icon_frame = 1
	type = instant
	damage = {
		min = @min_plasma_m
		max = @max_plasma_m
	}
	windup = {
		min = 2
		max = 20
	}
	total_fire_time = 40
	range = 60
	accuracy = 0.8
	power = @m_re_power_cost
	hull_damage = 1.5
	armor_penetration = 0
	armor_damage = 2
	shield_penetration = 0
	shield_damage = 0.5
	tracking = 0.3
	upgrades_to = ACOT_PLASMA_SE
	resources = {
		category = ship_components
		cost = {
			alloys = @m_re_cost
			aot_sr_runic_power = @m_re_runic_cost
		}
		upkeep = {
			alloys = @m_re_upkeep_energy
		}
		inline_script = {
			script = resources/convert_to_food
			MODE = upkeep
			RESOURCE = energy
			AMOUNT = @m_re_upkeep_energy
		}
	}
	prerequisites = {
		"tech_plasma_re"
	}
	component_set = "ACOT_PLASMA_RE"
	projectile_gfx = "acot_plasma_cannon_re_m"
	tags = {
		weapon_type_energy
		weapon_type_acot_runic
		m_slot
	}
	ai_tags = {
		weapon_role_anti_armor
		gunship
	}
	ai_weight = {
		weight = 40
		modifier = {
			factor = 0
			has_monthly_income = {
				resource = aot_sr_runic_power
				value <= 2
			}
			has_resource = {
				type = aot_sr_runic_power
				amount <= 5
			}
		}
	}
}
weapon_component_template = {
	key = "LARGE_ACOT_PLASMA_RE"
	size = large
	icon = "GFX_ship_part_plasma_re"
	icon_frame = 1
	type = instant
	damage = {
		min = @min_plasma_l
		max = @max_plasma_l
	}
	windup = {
		min = 2
		max = 20
	}
	total_fire_time = 40
	range = 80
	min_range = 0
	accuracy = 0.8
	power = @l_re_power_cost
	hull_damage = 1.5
	armor_penetration = 0
	armor_damage = 2
	shield_penetration = 0
	shield_damage = 0.5
	tracking = 0.15
	upgrades_to = LARGE_ACOT_PLASMA_SE
	resources = {
		category = ship_components
		cost = {
			alloys = @l_re_cost
			aot_sr_runic_power = @l_pleb_re_runic_cost
		}
		upkeep = {
			alloys = @l_re_upkeep_energy
		}
		inline_script = {
			script = resources/convert_to_food
			MODE = upkeep
			RESOURCE = energy
			AMOUNT = @l_re_upkeep_energy
		}
	}
	prerequisites = {
		"tech_plasma_re"
	}
	component_set = "ACOT_PLASMA_RE"
	projectile_gfx = "acot_plasma_cannon_re_l"
	tags = {
		weapon_type_energy
		weapon_type_acot_runic
		l_slot
	}
	ai_tags = {
		weapon_role_anti_armor
		gunship
	}
	ai_weight = {
		weight = 40
		modifier = {
			factor = 0
			has_monthly_income = {
				resource = aot_sr_runic_power
				value <= 2
			}
			has_resource = {
				type = aot_sr_runic_power
				amount <= 5
			}
		}
	}
}

########################################
### Disruptor
weapon_component_template = {
	key = "SMALL_ACOT_DISRUPTOR_RE"
	size = small
	icon = "GFX_ship_part_disruptor_re"
	icon_frame = 1
	type = instant
	damage = {
		min = @min_disruptor_s
		max = @max_disruptor_s
	}
	windup = {
		min = 3
		max = 11
	}
	total_fire_time = 16
	range = 30
	accuracy = 1
	power = @s_re_power_cost
	hull_damage = 1.25
	armor_penetration = 1.25
	armor_damage = 1
	shield_penetration = 1.25
	shield_damage = 1
	tracking = 0.6
	upgrades_to = SMALL_ACOT_DISRUPTOR_SE
	resources = {
		category = ship_components
		cost = {
			alloys = @s_re_cost
			aot_sr_runic_power = @s_re_runic_cost
		}
		upkeep = {
			alloys = @s_re_upkeep_energy
		}
		inline_script = {
			script = resources/convert_to_food
			MODE = upkeep
			RESOURCE = energy
			AMOUNT = @s_re_upkeep_energy
		}
	}
	prerequisites = {
		"tech_disruptor_re"
	}
	component_set = "ACOT_DISRUPTOR_RE"
	projectile_gfx = "acot_disruptor_re_small"
	tags = {
		weapon_type_energy
		weapon_type_acot_runic
		s_slot
	}
	ai_tags = {
		weapon_role_anti_hull
		brawler
		brawler_stealth
	}
	ai_tag_weight = 5
	ai_weight = {
		weight = 40
		modifier = {
			factor = 0
			has_monthly_income = {
				resource = aot_sr_runic_power
				value <= 2
			}
			has_resource = {
				type = aot_sr_runic_power
				amount <= 5
			}
		}
	}
}
weapon_component_template = {
	key = "MEDIUM_ACOT_DISRUPTOR_RE"
	size = medium
	icon = "GFX_ship_part_disruptor_re"
	icon_frame = 1
	type = instant
	damage = {
		min = @min_disruptor_m
		max = @max_disruptor_m
	}
	windup = {
		min = 3
		max = 11
	}
	total_fire_time = 16
	range = 40
	accuracy = 1
	power = @m_re_power_cost
	hull_damage = 1.25
	armor_penetration = 1.25
	armor_damage = 1
	shield_penetration = 1.25
	shield_damage = 1
	tracking = 0.3
	upgrades_to = MEDIUM_ACOT_DISRUPTOR_SE
	resources = {
		category = ship_components
		cost = {
			alloys = @m_re_cost
			aot_sr_runic_power = @m_re_runic_cost
		}
		upkeep = {
			alloys = @m_re_upkeep_energy
		}
		inline_script = {
			script = resources/convert_to_food
			MODE = upkeep
			RESOURCE = energy
			AMOUNT = @m_re_upkeep_energy
		}
	}
	prerequisites = {
		"tech_disruptor_re"
	}
	component_set = "ACOT_DISRUPTOR_RE"
	projectile_gfx = "acot_disruptor_re_medium"
	tags = {
		weapon_type_energy
		weapon_type_acot_runic
		m_slot
	}
	ai_tags = {
		weapon_role_anti_hull
		brawler
		brawler_stealth
	}
	ai_tag_weight = 5
	ai_weight = {
		weight = 40
		modifier = {
			factor = 0
			has_monthly_income = {
				resource = aot_sr_runic_power
				value <= 2
			}
			has_resource = {
				type = aot_sr_runic_power
				amount <= 5
			}
		}
	}
}
weapon_component_template = {
	key = "LARGE_ACOT_DISRUPTOR_RE"
	size = large
	icon = "GFX_ship_part_disruptor_re"
	icon_frame = 1
	type = instant
	damage = {
		min = @min_disruptor_l
		max = @max_disruptor_l
	}
	windup = {
		min = 3
		max = 11
	}
	total_fire_time = 16
	range = 50
	accuracy = 1
	power = @m_re_power_cost
	hull_damage = 1.25
	armor_penetration = 1.25
	armor_damage = 1
	shield_penetration = 1.25
	shield_damage = 1
	tracking = 0.15
	upgrades_to = LARGE_ACOT_DISRUPTOR_SE
	resources = {
		category = ship_components
		cost = {
			alloys = @l_re_cost
			aot_sr_runic_power = @l_pleb_re_runic_cost
		}
		upkeep = {
			alloys = @l_re_upkeep_energy
		}
		inline_script = {
			script = resources/convert_to_food
			MODE = upkeep
			RESOURCE = energy
			AMOUNT = @l_re_upkeep_energy
		}
	}
	prerequisites = {
		"tech_disruptor_re"
	}
	component_set = "ACOT_DISRUPTOR_RE"
	projectile_gfx = "acot_disruptor_re_medium"
	tags = {
		weapon_type_energy
		weapon_type_acot_runic
		l_slot
	}
	ai_tags = {
		weapon_role_anti_hull
		brawler
		brawler_stealth
	}
	ai_tag_weight = 5
	ai_weight = {
		weight = 40
		modifier = {
			factor = 0
			has_monthly_income = {
				resource = aot_sr_runic_power
				value <= 2
			}
			has_resource = {
				type = aot_sr_runic_power
				amount <= 5
			}
		}
	}
}

########################################
weapon_component_template = {
	key = "ACOT_DISRUPTOR_LANCE_RE"
	size = large
	icon = "GFX_ship_part_disruptor_lance_re"
	icon_frame = 1
	type = instant
	damage = {
		min = @min_disruptor_lance
		max = @max_disruptor_lance
	}
	windup = {
		min = 1
		max = 11
	}
	total_fire_time = 25
	range = 140
	min_range = 40
	accuracy = 1
	power = @al_re_power_cost
	hull_damage = 1.5
	armor_penetration = 1
	armor_damage = 1
	shield_penetration = 1.25
	shield_damage = 1
	tracking = 0
	upgrades_to = ACOT_DISRUPTOR_LANCE_SE
	resources = {
		category = ship_components
		cost = {
			alloys = @al_re_cost
			aot_sr_runic_power = @al_re_sr_cost
		}
		upkeep = {
			alloys = @al_re_upkeep_alloys
		}
		inline_script = {
			script = resources/convert_to_food
			MODE = upkeep
			RESOURCE = energy
			AMOUNT = @al_re_upkeep_energy
		}
	}
	prerequisites = {
		"tech_disruptor_lance_re"
	}
	component_set = "ACOT_DISRUPTOR_LANCE_RE"
	projectile_gfx = "acot_disruptor_re_medium"
	tags = {
		weapon_type_energy
		weapon_type_acot_runic
		l_slot
		weapon_role_artillery
	}
	ai_tags = {
		weapon_role_artillery
		artillery
		artillery_stealth
	}
	ai_tag_weight = 0
	ai_weight = {
		weight = 40
		modifier = {
			factor = 0
			has_monthly_income = {
				resource = aot_sr_runic_power
				value <= 2
			}
			has_resource = {
				type = aot_sr_runic_power
				amount <= 5
			}
		}
	}
}

########################################
### Energy Cannon
weapon_component_template = {
	key = "ACOT_ENERGY_CANNON_RE"
	size = large
	icon = "GFX_ship_part_energy_cannon_re"
	icon_frame = 1
	type = instant
	damage = {
		min = @min_energy_cannon
		max = @max_energy_cannon
	}
	windup = {
		min = 1
		max = 19
	}
	total_fire_time = 150
	range = 120
	min_range = 0
	accuracy = 1
	power = @al_re_power_cost
	hull_damage = 1.5
	armor_penetration = 0
	armor_damage = 1.5
	shield_penetration = 0
	shield_damage = 0.75
	tracking = 0.05
	upgrades_to = ACOT_ENERGY_CANNON_SE
	resources = {
		category = ship_components
		cost = {
			alloys = @l_re_cost
			aot_sr_runic_power = @l_pleb_re_runic_cost
		}
		upkeep = {
			alloys = @l_re_upkeep_energy
		}
		inline_script = {
			script = resources/convert_to_food
			MODE = upkeep
			RESOURCE = energy
			AMOUNT = @l_re_upkeep_energy
		}
	}
	prerequisites = {
		"tech_energy_cannon_re"
	}
	component_set = "ACOT_ENERGY_CANNON_RE"
	projectile_gfx = "acot_energy_cannon_re"
	tags = {
		weapon_type_energy
		weapon_type_acot_runic
		l_slot
		weapon_role_artillery
	}
	ai_tags = {
		weapon_role_artillery
		artillery
	}
	ai_tag_weight = 0
	ai_weight = {
		weight = 40
		modifier = {
			factor = 0
			has_monthly_income = {
				resource = aot_sr_runic_power
				value <= 2
			}
			has_resource = {
				type = aot_sr_runic_power
				amount <= 5
			}
		}
	}
}

########################################
### Energy Torpedo
weapon_component_template = {
	key = "ACOT_ENERGY_TORPEDO_RE"
	size = torpedo
	icon = "GFX_ship_part_energy_torpedo_re"
	icon_frame = 1
	type = missile
	damage = {
		min = @min_energy_torp
		max = @max_energy_torp
	}
	windup = {
		min = 20
		max = 60
	}
	total_fire_time = 80
	range = 60
	min_range = 45
	accuracy = 1
	missile_speed = 22
	missile_evasion = 0
	missile_health = 44
	missile_armor = 22
	missile_retarget_range = 100
	power = @g_re_power_cost
	hull_damage = 1.75
	armor_penetration = 0
	armor_damage = 2
	shield_penetration = 0.5
	shield_damage = 1
	tracking = 0.25
	size_damage_factor = 1
	upgrades_to = ACOT_ENERGY_TORPEDO_SE
	resources = {
		category = ship_components
		cost = {
			alloys = @m_re_cost
			aot_sr_runic_power = @l_pleb_re_runic_cost
		}
		upkeep = {
			alloys = @m_re_upkeep_energy
		}
		inline_script = {
			script = resources/convert_to_food
			MODE = upkeep
			RESOURCE = energy
			AMOUNT = @m_re_upkeep_energy
		}
	}
	potential = {
		OR = {
			ship_uses_mauler_components = no
			AND = {
				ship_uses_mauler_components = yes
				from = {
					has_technology = tech_acot_bio_weapons_enig
				}
			}
		}
	}
	prerequisites = {
		"tech_energy_torpedo_re"
	}
	component_set = "ACOT_ENERGY_TORPEDO_RE"
	projectile_gfx = "acot_energy_torpedoes_re"
	tags = {
		weapon_type_energy
		weapon_type_acot_runic
		g_slot
	}
	ai_tags = {
		weapon_role_anti_armor
		explosive
		explosive_stealth
	}
	ai_weight = {
		weight = 40
		modifier = {
			factor = 0
			has_monthly_income = {
				resource = aot_sr_runic_power
				value <= 2
			}
			has_resource = {
				type = aot_sr_runic_power
				amount <= 5
			}
		}
	}
}

########################################
### PD
weapon_component_template = {
	key = "ACOT_POINT_DEFENSE_RE"
	size = point_defence
	type = point_defence
	icon = "GFX_ship_part_point_defense_re"
	icon_frame = 1
	damage = {
		min = @min_pd_s
		max = @max_pd_s
	}
	windup = {
		min = 0
		max = 0
	}
	total_fire_time = 5
	range = 30
	accuracy = 0.75
	power = 0    #@s_re_power_cost
	hull_damage = 1
	armor_penetration = 0.25
	armor_damage = 2
	shield_penetration = 0
	shield_damage = 0.5
	tracking = 0.6
	upgrades_to = ACOT_POINT_DEFENSE_SE
	resources = {
		category = ship_components
		cost = {
			alloys = @s_re_cost
			aot_sr_runic_power = @s_re_runic_cost
		}
		upkeep = {
			alloys = @s_re_upkeep_energy
		}
		inline_script = {
			script = resources/convert_to_food
			MODE = upkeep
			RESOURCE = energy
			AMOUNT = @s_re_upkeep_energy
		}
	}
	potential = {
		OR = {
			ship_uses_weaver_components = no
			AND = {
				ship_uses_weaver_components = yes
				from = {
					has_technology = tech_acot_bio_weapons_enig
				}
			}
		}
	}
	prerequisites = {
		"tech_point_defense_re"
	}
	component_set = "ACOT_POINT_DEFENSE_PD_RE"
	projectile_gfx = "acot_point_defence_laser_re"
	tags = {
		weapon_type_point_defense
		weapon_type_energy
		weapon_type_acot_runic
	}
	ai_tags = {
		weapon_role_point_defense
		screen
	}
	ai_weight = {
		weight = 40
		modifier = {
			factor = 0
			has_monthly_income = {
				resource = aot_sr_runic_power
				value <= 2
			}
			has_resource = {
				type = aot_sr_runic_power
				amount <= 5
			}
		}
	}
	point_defence_targets = {
		"missile"
		"strike_craft"
	}
}
weapon_component_template = {
	key = "SMALL_ACOT_POINT_DEFENSE_RE"
	size = small
	type = point_defence
	icon = "GFX_ship_part_point_defense_re"
	icon_frame = 1
	damage = {
		min = @min_pd_s
		max = @max_pd_s
	}
	windup = {
		min = 0
		max = 0
	}
	total_fire_time = 5
	range = 30
	accuracy = 0.75
	power = @s_re_power_cost
	hull_damage = 1
	armor_penetration = 0.25
	armor_damage = 2
	shield_penetration = 0
	shield_damage = 0.5
	tracking = 0.6
	upgrades_to = SMALL_ACOT_POINT_DEFENSE_SE
	resources = {
		category = ship_components
		cost = {
			alloys = @s_re_cost
			aot_sr_runic_power = @s_re_runic_cost
		}
		upkeep = {
			alloys = @s_re_upkeep_energy
		}
		inline_script = {
			script = resources/convert_to_food
			MODE = upkeep
			RESOURCE = energy
			AMOUNT = @s_re_upkeep_energy
		}
	}
	potential = {
		OR = {
			ship_uses_weaver_components = no
			AND = {
				ship_uses_weaver_components = yes
				from = {
					has_technology = tech_acot_bio_weapons_enig
				}
			}
		}
	}
	prerequisites = {
		"tech_point_defense_re"
	}
	component_set = "ACOT_POINT_DEFENSE_RE"
	projectile_gfx = "acot_point_defence_laser_re"
	tags = {
		weapon_type_point_defense
		weapon_type_energy
		weapon_type_acot_runic
		s_slot
	}
	ai_tags = {
		weapon_role_point_defense
		screen
	}
	ai_weight = {
		weight = 40
		modifier = {
			factor = 0
			has_monthly_income = {
				resource = aot_sr_runic_power
				value <= 2
			}
			has_resource = {
				type = aot_sr_runic_power
				amount <= 5
			}
		}
	}
	point_defence_targets = {
		"missile"
		"strike_craft"
	}
}
weapon_component_template = {
	key = "MEDIUM_ACOT_POINT_DEFENSE_RE"
	size = medium
	type = point_defence
	icon = "GFX_ship_part_point_defense_re"
	icon_frame = 1
	damage = {
		min = @min_pd_m
		max = @max_pd_m
	}
	windup = {
		min = 0
		max = 0
	}
	total_fire_time = 10
	range = 60
	min_range = 20
	accuracy = 0.75
	power = @s_re_power_cost
	hull_damage = 1
	armor_penetration = 0.25
	armor_damage = 2
	shield_penetration = 0
	shield_damage = 0.5
	tracking = 0.6
	upgrades_to = MEDIUM_ACOT_POINT_DEFENSE_SE
	resources = {
		category = ship_components
		cost = {
			alloys = @m_re_cost
			aot_sr_runic_power = @m_re_runic_cost
		}
		upkeep = {
			alloys = @m_re_upkeep_energy
		}
		inline_script = {
			script = resources/convert_to_food
			MODE = upkeep
			RESOURCE = energy
			AMOUNT = @m_re_upkeep_energy
		}
	}
	potential = {
		OR = {
			ship_uses_weaver_components = no
			AND = {
